vehicle_type,vehicle_manoeuvre,junction_location,skidding_and_overturning,hit_object_in_carriageway,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_of_vehicle,driver_home_area_type,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,47,5,Urban area,Driver or rider,Male,47,survived
Car,Turning left,Leaving main road,Skidded,Other object,from work,Male,33,4,Urban area,Driver or rider,Male,54,survived
Car,Going ahead other,Leaving main road,Skidded,Bollard or refuge,Other,Male,24,5,Small town,Driver or rider,Male,24,survived
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Female,28,6,Urban area,Passenger,Female,32,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Parked vehicle,Other,Female,38,7,Rural,Driver or rider,Female,35,survived
Car,Turning right,Leaving main road,Skidded,Other object,from work,Female,55,8,Urban area,Passenger,Female,53,survived
Van ,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Male,57,3,Rural,Driver or rider,Male,77,survived
Car,Turning left,Leaving main road,Skidded,Other object,from work,Female,39,2,Small town,Driver or rider,Male,57,survived
Motorcycle ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,31,8,Rural,Driver or rider,Male,31,Died
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,18,12,unknown,Passenger,Female,16,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,33,7,Small town,Driver or rider,Male,60,Died
Car,Reversing,Leaving main road,Skidded ,Other object,Other,Male,40,7,Rural,Driver or rider,Male,40,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,68,7,Rural,Passenger,Female,55,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Male,39,2,Urban area,Passenger,Male,20,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,27,7,Urban area,Driver or rider,Male,27,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,38,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Female,32,10,Small town,Driver or rider,Male,24,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,33,7,unknown,Passenger,Female,30,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,46,8,Urban area,Driver or rider,Male,46,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,50,5,Urban area,Driver or rider,Female,61,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,60,4,Rural,Driver or rider,Male,48,survived
Car,Reversing,Leaving main road,Overturned,Other object,from work,Male,26,6,Small town,Driver or rider,Male,63,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Male,19,7,Urban area,Passenger,Male,17,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,9,unknown,Driver or rider,Male,35,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,38,3,unknown,Driver or rider,Male,18,Died
Car,Reversing,Leaving main road,Skidded,Kerb,Other,Female,35,11,Rural,Driver or rider,Female,35,Died
Bus,Waiting to turn left,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,66,8,Urban area,Driver or rider,Female,14,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,28,10,Urban area,Passenger,Male,2,survived
Car,Turning left,Cleared junction or waiting,Skidded,Other object,Other,Female,78,1,Small town,Driver or rider,Female,19,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,23,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,19,3,Urban area,Passenger,Male,20,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,20,9,unknown,Driver or rider,Female,20,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,26,13,Urban area,Driver or rider,Female,25,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,24,7,Urban area,Driver or rider,Male,24,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,52,7,Urban area,Driver or rider,Male,26,survived
Pedal cycle,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,12,7,unknown,Driver or rider,Male,12,survived
Car,Going ahead other,Leaving main road,Overturned,Other object,Other,Male,21,1,Urban area,Driver or rider,Male,21,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,20,13,Urban area,Driver or rider,Female,23,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,20,6,Urban area,Passenger,Male,35,survived
Car,Parked,Leaving main road,Skidded,Other object,Other,Male,74,9,Urban area,Driver or rider,Male,33,survived
Car,Turning left,Mid Junction ,Skidded,Other object,from work,Male,46,16,Urban area,Driver or rider,Male,46,Died
Car,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Female,45,4,Urban area,Driver or rider,Female,45,survived
Bus,Moving off,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,46,2,Urban area,Passenger,Male,5,survived
Car,Waiting to turn left,Approaching junction or waiting,Skidded,Other object,Other,Male,57,5,Urban area,Passenger,Female,52,survived
Motorcycle ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,57,13,Urban area,Driver or rider,Male,57,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,34,13,Urban area,Driver or rider,Male,48,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,44,1,Rural,Passenger,Male,11,survived
Car,Turning left,Leaving main road,Skidded,Other object,Journey as part of work,Male,46,7,Rural,Driver or rider,Male,46,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Female,53,3,Urban area,Driver or rider,Male,60,survived
Goods ,Slowing or stopping,Leaving main road,Skidded,Other object,Journey as part of work,Male,48,5,Urban area,Driver or rider,Female,40,survived
Car,Moving off,Mid Junction ,Skidded,Other object,Other,Male,29,12,Urban area,Passenger,Female,25,survived
Car,U-turn,Mid Junction ,Skidded,Other object,Journey as part of work,Male,58,6,Rural,Driver or rider,Female,45,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,42,8,Urban area,Pedestrian,Male,26,survived
Car,Reversing,Cleared junction or waiting,Skidded,Other object,Other,Male,38,7,Urban area,Passenger,Male,63,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,43,1,Rural,Passenger,Female,35,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,21,10,Urban area,Driver or rider,Female,21,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,41,7,Urban area,Driver or rider,Male,41,survived
Car,Waiting to go ,Mid Junction ,Skidded,Other object,Other,Male,31,23,unknown,Passenger,Female,44,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,47,8,Urban area,Driver or rider,Male,47,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,64,7,Urban area,Passenger,Female,41,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,52,7,Urban area,Driver or rider,Male,47,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,32,5,Urban area,Driver or rider,Male,22,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,25,3,unknown,Driver or rider,Female,25,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,22,8,Urban area,Driver or rider,Male,23,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,68,6,Urban area,Driver or rider,Female,22,survived
Goods ,Waiting to go ,Leaving main road,Skidded,Other object,Journey as part of work,Male,55,3,Urban area,Driver or rider,Male,19,survived
Car,Moving off,Leaving main road,Skidded,Other object,Other,Male,40,1,unknown,Passenger,Female,6,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,22,6,Rural,Driver or rider,Female,19,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,30,10,Urban area,Passenger,Male,16,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,29,1,Urban area,Passenger,Female,29,survived
Pedal cycle,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,27,7,Urban area,Driver or rider,Female,27,survived
Car,Going ahead other,Leaving main road,Skidded ,Other object,from work,Male,22,7,Rural,Driver or rider,Male,22,survived
Motorcycle ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,17,4,Urban area,Driver or rider,Male,16,Died
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,from school,Female,43,5,Rural,Pedestrian,Female,5,survived
Car,Turning left,Leaving main road,Skidded,Other object,from work,Male,18,9,Urban area,Driver or rider,Male,18,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,30,6,Small town,Driver or rider,Male,50,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,39,6,Urban area,Driver or rider,Male,39,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,38,13,unknown,Driver or rider,Male,21,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,43,7,Urban area,Driver or rider,Female,43,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,26,7,unknown,Passenger,Female,26,Died
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Male,79,7,Rural,Driver or rider,Female,30,survived
Car,Reversing,Approaching junction or waiting,Skidded,Other object,Other,Male,60,7,Small town,Passenger,Female,61,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,36,12,Urban area,Pedestrian,Female,16,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,22,5,unknown,Passenger,Male,22,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,16,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,42,11,Urban area,Driver or rider,Male,42,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,9,unknown,Driver or rider,Male,52,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,66,9,Urban area,Passenger,Female,68,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,38,1,unknown,Passenger,Female,23,survived
Car,Moving off,Leaving main road,Skidded,Other object,Other,Female,49,6,Urban area,Driver or rider,Female,49,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,16,survived
Taxi,Parked,Leaving main road,Skidded,Other object,Journey as part of work,Male,44,7,unknown,Pedestrian,Male,44,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,36,11,Urban area,Driver or rider,Male,29,survived
Taxi,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,38,4,Urban area,Driver or rider,Female,40,survived
Motorcycle ,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,25,4,Small town,Driver or rider,Male,25,Died
Car,Reversing,Approaching junction or waiting,Skidded,Other object,Other,Male,35,6,Urban area,Driver or rider,Female,59,survived
Car,Overtaking ,Approaching junction or waiting,Skidded,Other object,Other,Male,19,3,Urban area,Driver or rider,Female,22,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,33,5,Rural,Passenger,Female,6,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,40,4,Urban area,Passenger,Female,59,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,25,7,Small town,Driver or rider,Male,25,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Female,36,13,Urban area,Driver or rider,Female,36,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,17,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Passenger,Male,49,survived
Car,Turning right,Mid Junction ,Skidded,Other object,from work,Female,35,7,unknown,Pedestrian,Female,42,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,49,12,Rural,Driver or rider,Male,34,survived
Pedal cycle,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,36,7,Urban area,Driver or rider,Male,36,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,from work,Female,59,11,Urban area,Driver or rider,Female,17,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,20,1,Small town,Driver or rider,Male,20,Died
Car,Slowing or stopping,Leaving roundabout,Skidded,Other object,Other,Male,34,16,Urban area,Passenger,Female,13,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,37,9,Urban area,Driver or rider,Male,21,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,44,7,Urban area,Driver or rider,Male,44,survived
Car,Going ahead other,Leaving main road,Skidded ,Other object,Other,Male,20,7,Urban area,Passenger,Male,17,Died
Motorcycle ,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,24,23,Urban area,Driver or rider,Male,24,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,23,9,Urban area,Driver or rider,Male,23,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,33,4,Rural,Passenger,Male,43,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Journey as part of work,Male,39,2,unknown,Driver or rider,Male,39,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Pedestrian,Female,6,survived
Car,Turning right,Leaving roundabout,Skidded,Other object,Other,Male,19,7,Urban area,Driver or rider,Female,54,survived
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Male,38,16,unknown,Passenger,Female,39,survived
Van ,Parked,Leaving main road,Skidded,Other object,Other,Male,38,1,unknown,Passenger,Female,16,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Male,45,14,Urban area,Driver or rider,Male,45,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,46,7,Rural,Driver or rider,Male,46,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,25,survived
Car,Turning left,Leaving main road,Skidded,Bollard or refuge,Other,Male,29,16,Urban area,Driver or rider,Male,29,survived
